width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,slope,elevation_min,elevation_max,elevation_range,elevation_mean,relative_elevation_mean,relative_elevation_max,slope_r_mean,slope_r_max,local_slope_mean,local_slope_max,curvature_mean,curvature_max,local_curvature_mean,local_curvature_max,dist_along_range,channel_dist_along,ridge1_dist_along,floodplain1_dist_along,ridge2_dist_along,floodplain2_dist_along,channel_elevation,ridge1_elevation,floodplain1_elevation,ridge2_elevation,floodplain2_elevation,reach_id,node_id,discharge_value,corrected_discharge,XGB_depth,floodplain1_dist_to_river_center,floodplain2_dist_to_river_center,ridge1_slope,ridge2_slope,gamma1,gamma2,gamma_mean,a_b_1,a_b_2,a_b,corrected_denominator,superelevation1,superelevation2,superelevation_mean,lambda_original,flag_high_gamma,flag_low_superelevation,flag_single_side,geometry,river_name,median_ortho_height,wse_is2,interpolated_wse,lower_ridge,single_side_measurement,partial_data_flag,lambda,lambda_diff,is_reflected
94.0,112.6938775510204,1.1683984700172567,94.0,3753204,1,1,3009.2201768460686,1856.7158797079412,0.0004351015063107,208.5,306.5,98.0,247.49220095693775,38.9922009569378,98.0,0.0596927582534545,0.501666666670743,0.0016959531416667,0.501666666670743,1.2266666653457988e-06,0.0135666666668863,-1.2266666647139997e-06,0.0135666666668863,18780.000000000193,9440.645419354938,9714.30838709688,10300.729032258174,,,208.5,219.02972043011152,216.7693397849464,,,62269200831,62269200830271,142.473,679.2699654527312,4.306709,860.0836129032359,,0.0038545379668358673,,8.858939605884506,,8.858939605884506,1.5980680398723015,,1.5980680398723015,6.882415607998439,0.3284283853096889,,0.3284283853096889,2.909527235235431,false,false,true,POINT (-7447192.028029297 -1703217.491669279),B14_2,224.0813063573042,224.0813063573042,212.14730482211309,219.02972043011152,true,true,2.9095272303167,-4.918730756031664e-09,false
84.0,49.2,1.1683984700172567,84.0,3752992,1,1,3010.4668923662657,1856.7158797079417,0.0004351015063107,206.0,300.78,94.77999999999996,239.23723214285715,33.23723214285714,94.77999999999996,0.0623738819320421,0.8229999999983781,0.0054543828264933,0.7753333333345102,1.0593389088721662e-05,0.0274333333332252,1.059338908843116e-05,0.0274333333333225,16770.00000000034,8465.135354838882,8744.418967742113,9023.702580645342,8081.120387096938,7068.717290322724,209.82320976357295,218.98450580644564,217.24332322580523,224.2668892903299,214.61,62269200831,62269200830261,142.473,679.2699654527312,4.169122,558.5672258064606,1396.4180645161578,0.006234460218792947,0.009538581333424142,14.32874887438566,21.922657575477967,18.12570322493181,1.6592253737509943,2.9262504732465655,2.29273792349878,9.558706409831018,0.1821567172363016,1.0102715656584977,0.5962141414473997,10.806800608017578,false,false,false,POINT (-7447222.209076089 -1703030.23302263),B14_2,225.98714867431323,225.98714867431323,212.06699113855677,218.98450580644564,false,false,10.806800586383083,-2.1634495084299488e-08,false
105.0,369.84,1.1683984700172567,105.0,3752804,1,1,3011.713607886463,1856.7158797079417,0.0004351015063107,203.5,304.16,100.66000000000004,232.980970042796,29.48097004279601,100.66000000000004,0.0466847619047543,0.6323333333364388,0.0014161904761603,0.5863333333361784,4.498489905009712e-06,0.0179111111107302,4.498489905293966e-06,0.0210777777776665,20999.99999999969,10600.34838709662,10344.985250730388,9463.729032257928,11222.052644973266,11736.967741935314,215.7985720430121,216.63658453876548,214.95,218.78358041555327,217.77,62269200831,62269200830251,142.473,679.2699654527312,3.9162893,1136.619354838691,1136.6193548386946,0.0019138412887175042,0.0019684418257783745,4.398608740625358,4.524097933995056,4.461353337310207,1.0433375348986398,1.5642836823498953,1.3038106086242676,5.106100839592301,0.2951934674874218,0.17740131642823792,0.23629739195782987,0.3505442337983756,false,false,false,POINT (-7447366.535297247 -1702879.0828888973),B14_2,,,211.99659378406236,216.0826064516118,false,false,1.0542061582087623,-5.224840560202892e-10,false
102.0,605.0,1.1683984700172567,102.0,3752589,1,1,3013.209666510699,1856.7158797079412,0.0004351015063107,204.5,303.36,98.86,229.8653010279002,25.36530102790015,98.86,0.0473784313725549,0.7480000000047621,0.0010999999999964,0.7480000000047621,6.545573556157393e-07,0.0202444444447423,6.545573566617942e-07,0.0246111111108624,20399.999999999916,10255.014193548344,10976.954838709633,11486.559999999954,9957.74451612899,8811.13290322577,213.24435870969413,218.1586838709668,217.7288533333333,218.89090494623417,213.24226580645143,62269200831,62269200830241,142.473,679.2699654527312,4.4267635,1231.5458064516097,1443.8812903225737,0.0008434579738198038,0.004926375305543975,1.9385314957229822,11.322358654456412,6.630445075089697,1.4101942174147988,1.5756019492395605,1.4928980833271797,6.6087082373908,0.06504002328346227,0.8547266631962704,0.45988334323986635,3.049231251399372,false,false,false,POINT (-7447538.667283461 -1702743.6203897286),B14_2,,,211.91608617120968,218.1586838709668,false,false,3.0492312483005564,-3.09881542648327e-09,false
101.0,605.6666666666666,2.049447353336587,101.0,3752178,1,1,3016.2017837591725,3881.0570719401,0.0004351015063107,207.0,285.7,78.69999999999999,231.2441691394659,24.244169139465875,78.69999999999999,0.0450599306587373,0.8136666666717983,0.0004804358593397,0.8136666666717983,-2.645502643187506e-07,0.0187888888888547,-2.645502645479758e-07,0.037822222222622,20189.999999999985,10023.809999306275,10312.144395421432,10441.397745404089,9864.728953173772,9447.141207075958,208.0,217.14952586056177,215.6148749335184,223.93497126743011,214.94618827610145,62269200831,62269200830221,142.473,679.2699654527312,4.4267635,417.5877460978136,576.6687922303172,0.011873200310677377,0.02152549506971807,27.288345681338296,49.4723524453786,38.380349063358445,1.2169927469160322,2.749815513265665,1.9834041300908485,8.78006299223955,0.17478814541533558,1.0237720389106084,0.599280092162972,23.000579222424484,false,false,false,POINT (-7447912.463072164 -1702633.6407069054),B14_2,213.09950050700127,213.09950050700127,211.7621855717564,217.14952586056177,false,false,23.000579123936483,-9.848800175404904e-08,false
117.5,501.13888888888886,2.049447353336587,117.5,3752009,1,1,3017.697842383409,3881.0570719401,0.0004351015063107,203.5,302.6,99.10000000000002,233.2042219387755,29.70422193877551,99.10000000000002,0.051448275862083,0.558333333344708,0.0019625372498721,0.5236666666649851,-3.267973846628929e-07,0.0168888888896177,-3.2679738821842633e-07,0.024522222222284,23490.000000000477,11757.365435837908,11881.740812553831,12423.66209681607,11615.222148162567,10264.860915246829,208.0,217.2843326870155,216.1048827957548,217.28637269091016,213.19675938983536,62269200831,62269200830211,142.473,679.2699654527312,3.8425212,666.2966609781615,1492.5045205910792,0.002176422892653056,0.003028532809117934,5.002103787475519,6.960520166425948,5.9813119769507335,1.4533874711722723,1.453918373477703,1.4536529223249877,5.585693625128641,0.21115549301785044,0.7321585420791148,0.4716570175484826,2.82112777141712,false,false,false,POINT (-7448085.422714038 -1702519.6465928026),B14_2,213.41105248879236,213.41105248879236,211.6996590638342,217.2843326870155,false,false,2.821127768075601,-3.3415190614505264e-09,false
94.0,9.25,2.049447353336587,94.0,3751784,1,1,3019.1939010076453,3881.0570719401,0.0004351015063107,206.0,304.4,98.39999999999998,238.50896331738437,32.50896331738437,98.39999999999998,0.0425623003195057,0.806666666669601,0.0017933972311122,0.4253333333348804,2.844444439976904e-07,0.0266222222224159,-1.7777777771605705e-06,0.0268888888890845,18780.000000000367,9486.378662959603,9979.419282003664,10393.22123012993,9160.619682519777,8517.906018408768,208.0,218.09759193197175,218.1532212301298,218.28308232944784,215.0023358036366,62269200831,62269200830201,142.473,679.2699654527312,4.306709,906.8425671703262,968.472644550835,-0.00013443459673280556,0.0051045227508031595,0.30897295178934103,11.731797469710642,6.020385210749992,1.5048047394812332,1.5478748318431725,1.526339785662203,6.573502818309265,0.01,0.49908650174657526,0.2545432508732876,1.5324484254488564,false,false,false,POINT (-7448166.888235645 -1702336.0085300242),B14_2,212.92604261295173,212.92604261295173,211.61683431240053,218.09759193197175,false,false,1.5324484230537656,-2.395090792361998e-09,false
87.0,16.333333333333332,2.049447353336587,87.0,3751599,1,1,3020.689959631882,3881.0570719401,0.0004351015063107,208.0,277.46,69.45999999999998,235.98077586206892,27.980775862068967,69.45999999999998,0.0405728267127696,0.4650000000105161,-0.0019188255612919,0.4199999999981408,-1.191849287171141e-06,0.0154000000006992,1.191849288969536e-06,0.0158666666665215,17370.000000000386,8845.313760999155,9110.141155130275,9368.809772653694,8118.578121290502,7459.589024266554,208.0,215.7568548735069,214.8458731817694,221.16,215.34305934951112,62269200831,62269200830191,142.473,679.2699654527312,4.8546443,523.496011654539,1385.7247367326015,0.0035218098621229805,0.008827066590223741,8.094225855444648,20.28737308925898,14.190799472351815,0.8667503819796823,1.979734913824488,1.4232426479020852,6.909338231397413,0.13184789356494683,0.8418954834278533,0.48687168849640006,6.909098515228126,false,false,false,POINT (-7448130.356699429 -1702148.1149527335),B14_2,210.2634511857071,210.2634511857071,211.54908920535604,215.7568548735069,false,false,6.909098500217751,-1.5010375165047662e-08,false
151.0,262.12244897959187,2.049447353336587,151.0,3751194,1,1,3023.9314199843943,3881.0570719401,0.0004351015063107,206.5,258.54,52.04000000000002,236.5084607745779,30.008460774577955,52.04000000000002,0.0203187541418373,0.7840000000108386,0.0002027833001939,0.275333333337156,-1.1055830397202348e-08,0.0260777777784989,-1.1055832765955173e-08,0.0261333333332747,30179.999999999673,15175.960780120544,14756.49171746082,14317.047937531584,15715.278146397332,15885.063243188177,207.5,215.0377808772512,214.0770479375318,216.96278146397023,216.1249789189373,62269200831,62269200830171,142.473,679.2699654527312,2.8401506,858.9128425889594,709.1024630676329,0.0021862476644631712,0.004934488102512981,5.024684200706954,11.341004411483997,8.182844306095475,1.2801847605154724,1.9579656883782746,1.6190752244468736,4.598419089233147,0.20892679007202508,0.18219360366578607,0.19556019686890558,1.600238651061448,false,false,false,POINT (-7447992.219068036 -1701756.079931699),B14_2,213.201292841194,213.201292841194,211.40186208137757,215.0377808772512,false,false,1.6002386434476343,-7.613813579609996e-09,false
155.5,79.13888888888889,2.049447353336587,155.5,3751005,1,2,3025.4274786086307,3881.0570719401,0.0004351015063107,207.5,313.69,106.19,245.56127290260363,38.06127290260366,106.19,0.0605804375804594,0.5903333333466837,-0.0016492921493212,0.4883333333306844,-5.5072463748919454e-06,0.0177333333330225,5.507246375124073e-06,0.0154888888887208,31079.999999999833,15582.769587235434,15307.273362469568,15056.265691016222,15717.456630454304,16152.12845175156,207.5,217.20544628789875,214.7824895393228,215.40980692075627,214.85170027924696,62269200831,62269200830161,142.473,679.2699654527312,3.1983306,526.503896219212,569.3588645161253,0.009652919071731969,0.0012839724428413582,22.18544163080638,2.9509721851537125,12.568206907980047,1.8358939038655913,1.2744638860580302,1.5551788949618106,4.97397780340944,0.48712657039103135,0.11220529394537199,0.2996659321682017,3.766263452945802,false,false,false,POINT (-7447927.884465519 -1701552.2959498074),B14_2,212.75445007210817,212.75445007210817,211.33364880091807,215.40980692075627,false,false,3.7662634387626728,-1.4183129337652645e-08,false
