width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,slope,elevation_min,elevation_max,elevation_range,elevation_mean,relative_elevation_mean,relative_elevation_max,slope_r_mean,slope_r_max,local_slope_mean,local_slope_max,curvature_mean,curvature_max,local_curvature_mean,local_curvature_max,dist_along_range,channel_dist_along,ridge1_dist_along,floodplain1_dist_along,ridge2_dist_along,floodplain2_dist_along,channel_elevation,ridge1_elevation,floodplain1_elevation,ridge2_elevation,floodplain2_elevation,reach_id,node_id,discharge_value,corrected_discharge,XGB_depth,floodplain1_dist_to_river_center,floodplain2_dist_to_river_center,ridge1_slope,ridge2_slope,gamma1,gamma2,gamma_mean,a_b_1,a_b_2,a_b,corrected_denominator,superelevation1,superelevation2,superelevation_mean,lambda_original,flag_high_gamma,flag_low_superelevation,flag_single_side,geometry,river_name,median_ortho_height,wse_is2,interpolated_wse,lower_ridge,single_side_measurement,partial_data_flag,lambda,lambda_diff,is_reflected
562.0,458.8055555555556,1.0094542446962291,1651.0,448214,2,2,56341.55463676948,1439.0497526664014,0.0001433500382287,15.0,712.64,697.64,156.56886842807577,141.56886842807577,697.64,0.0997394554191082,1.655000000009783,-0.0051144331731829,1.655000000009783,-1.4938768656867367e-16,0.0518333333339836,-1.0951759776092688e-15,0.0518333333339836,112380.00000000124,55132.90296774254,55770.931354839326,61321.778322581325,54324.73367741995,52602.05703225864,32.0,34.81503277419404,28.759407225806505,36.69,32.15,61204300171,61204300170041,2862.789,17686.21639177284,12.612936,6188.875354838783,2530.8459354838997,0.0010909372177774,0.0026354336492089,7.610302942765367,18.384603741817152,12.99745334229126,0.1277998250986622,0.2764541175767711,0.2021269713377166,12.612936,0.4801122869716878,0.3599479137926331,0.4200301003821605,5.459321634560747,False,False,False,POINT (-8319874.146339448 917229.152892314),COLOMBIA_2011_2,,,33.20310163161359,34.81503277419404,False,False,5.459321632075045,-2.485702310650595e-09,False
547.5,274.25,1.0152208070892657,547.5,449843,1,1,56335.42385349026,2706.2861204674587,0.0001433500382287,18.5,922.37,903.87,179.45245686113395,160.95245686113395,903.87,0.1137705022831226,1.5949999999869449,-0.0078285844748953,1.287333333327089,-6.893821745192135e-06,0.0433000000007456,6.899911694814274e-06,0.0617777777784389,109500.0000000024,54679.82070177019,53524.33317017114,52488.37883149613,54849.15939174592,55317.33106403174,32.0,33.67555609942952,32.63387372283463,34.926193560213406,32.70911035467728,61204300171,61204300170121,2862.789,17686.21639177284,11.850203,2191.441870274066,637.5103622615497,0.0010055292368596,0.0047356201411668,7.014502746455239,33.03536015533971,20.024931450897476,0.0233956826735234,0.1289328920569133,0.0761642873652184,11.850203,0.0879041799195247,0.187092424115952,0.1374983020177383,2.753394077812858,False,False,False,POINT (-8321390.500422583 916693.9772115796),COLOMBIA_2011_2,33.78801164343358,33.78801164343358,33.398312487029,33.67555609942952,False,False,2.7533940725200092,-5.292848825888541e-09,False
858.0,3005.25,1.2034656020983174,1651.0,451416,4,4,56329.538301542205,5697.283659603235,0.0001433500382287,15.0,230.75,215.75,52.08123055409894,37.08123055409894,215.75,0.0559870046620019,0.899666666664485,-0.0006956293706287,0.899666666664485,-2.0302694721470895e-06,0.0205888888889488,2.080783353719882e-06,0.0296111111112056,171599.99999999645,86556.65021868706,86255.75302925939,83636.17749777141,87193.84426688685,88273.53418189203,32.0,33.99890555940132,32.44745166517761,36.87309013182907,30.525488606037797,61204300171,61204300170201,2862.789,17686.21639177284,12.463781,2920.4727209156554,1716.883963204964,0.0005922539262497,0.0058790967959367,4.131522625092314,41.012174594312214,22.571848609702265,0.0332282077180757,0.2638311316482079,0.1485296696831418,12.463781,0.1244769860946459,0.509283782007344,0.316880384050995,7.152576062393617,False,False,False,POINT (-8322846.183096295 916153.6326513231),COLOMBIA_2011_2,,,33.58475642215251,33.99890555940132,False,False,7.1525760561833716,-6.210245651061541e-09,False
557.5,195.58333333333337,1.2034656020983174,1651.0,453040,2,2,56323.53013392857,5697.283659603235,0.0001433500382287,19.5,1056.26,1036.76,194.08313155770784,174.58313155770782,1036.76,0.1218602439899867,1.3210000000049669,-0.0081221743810698,1.2853333333381654,-8.47315686974776e-06,0.0440333333336644,8.473156871097257e-06,0.045344444444956,111479.99999999705,55345.38477419208,54691.36877419209,53467.72593548244,55640.74683870819,58172.421677417806,32.5,35.01273754838489,32.41030124731034,33.585421935485634,31.07,61204300171,61204300170281,2862.789,17686.21639177284,11.850203,1877.6588387096417,2827.036903225722,0.002126794042036,0.0009935801770554,14.836368851489052,6.931146927706752,10.883757889597902,0.1204465014188158,0.0,0.0602232507094079,11.850203,0.2196111156133399,0.2122682569645122,0.215939686288926,2.3502352659091064,False,False,False,POINT (-8324332.156943116 915603.0893766633),COLOMBIA_2011_2,,,33.585421935485634,33.585421935485634,False,False,2.350235264324395,-1.5847114731570855e-09,False
653.0,191.66666666666663,1.2034656020983174,1651.0,454611,2,2,56317.52196631493,5697.283659603235,0.0001433500382287,25.0,875.21,850.21,130.67410197519524,105.67410197519524,850.21,0.0919697526610278,1.502666666645165,-0.0038547361972263,1.502666666645165,-1.731004900509312e-06,0.0323555555565004,1.7310049043998991e-06,0.0416999999995458,130590.0000000107,64526.13309180133,63815.9741569584,62765.328061574335,64886.07666151624,66111.8304394643,32.5,35.544327345203065,32.57822397947543,35.384002266862154,32.62004494470065,61204300171,61204300170361,2862.789,17686.21639177284,12.463781,1760.8050302269912,1585.6973476629792,0.0028231231962274,0.0022549041819259,19.693913103276692,15.730056369629068,17.71198473645288,0.1274594039433667,0.1145961271032461,0.1210277655233064,12.463781,0.2379778147359644,0.2217591373084541,0.2298684760222092,4.071426942293367,False,False,False,POINT (-8324703.860509147 914126.1650853407),COLOMBIA_2011_2,,,33.955701120603,35.384002266862154,False,False,4.071426938697056,-3.596310804709901e-09,False
550.0,3611.387755102041,1.0103926305315385,550.0,456229,1,1,56311.145951704544,1463.14204533066,0.0001433500382287,27.5,1403.74,1376.24,194.60155167712023,167.10155167712026,1376.24,0.1247712311329606,1.5309999999894175,-0.0061067466812373,1.5309999999894175,-1.352129755425114e-06,0.0349888888907647,-1.3521297573559211e-06,0.0388333333332882,109980.00000000256,54960.83374651533,55260.18890489203,56323.68749386187,54417.26780104185,52487.21480624472,32.5,35.32659971197994,32.65787503684072,35.1717853402675,32.53573826874768,61204300171,61204300170441,2862.789,17686.21639177284,11.850203,1362.8537473465403,2473.6189402706077,0.0025093824291905,0.0013657899950208,17.505279106986077,9.52765699889048,13.51646805293828,0.1002358716858981,0.0871715926479642,0.0937037321669312,11.850203,0.2252049754033088,0.2224474189614995,0.2238261971824042,3.025339645995416,False,False,False,POINT (-8324496.253132141 912523.8481890149),COLOMBIA_2011_2,34.01617968523968,34.01617968523968,34.13878418438422,35.1717853402675,False,False,3.0253396436266304,-2.368785612105739e-09,False
516.0,698.4897959183673,1.0025513548399998,516.0,457823,1,1,56305.13778409091,953.334866143936,0.0001433500382287,21.0,892.7,871.7,129.9196889534884,108.9196889534884,871.7,0.1170110497237074,1.4066666666952403,-0.0041171852282946,1.4066666666952403,5.494150072207293e-08,0.0406222222214136,5.494150216152571e-08,0.0502777777775943,103169.99999999702,51920.16830384864,51721.96922202555,51253.99916772102,52465.215778862155,52960.713483419895,33.0,35.76895411715639,33.659332778481726,35.90172623091168,31.892857677719,61204300171,61204300170521,2862.789,17686.21639177284,11.850203,666.1691361276171,1040.545179571258,0.0045080263464759,0.0080905895390176,31.447681508699095,56.43939575453701,43.943538631618054,0.1226487464697232,0.1338529513724647,0.128250848921094,11.850203,0.1780240674927395,0.3382953484588135,0.2581597079757765,11.34445112383966,False,False,False,POINT (-8324544.702249612 911028.5355652416),COLOMBIA_2011_2,,,34.31554145114589,35.76895411715639,False,False,11.34445110056077,-2.3278889926814372e-08,False
579.5,269.55555555555554,1.055937693217588,579.5,459406,1,1,56299.49746347403,3367.791827163907,0.0001433500382287,21.0,1187.13,1166.13,141.87230331262938,120.87230331262938,1166.13,0.0982052808697937,1.2803333333311977,-0.0096835792562548,1.0646666666633098,-3.947292709114012e-06,0.0370888888886558,-3.9472927113065385e-06,0.0353444444442595,115889.99999999085,57964.59182822991,57808.53123756742,56735.61467676279,58549.81904321425,58764.40235537518,33.0,35.87167701287583,33.91192661619263,34.71321269547549,33.41,61204300171,61204300170601,2862.789,17686.21639177284,12.612936,1228.977151467123,799.8105271452732,0.0018265636550403,0.0060732247828521,12.741982336455768,42.366398069339496,27.55419020289763,0.109650034006028,0.0178027253736026,0.0637263796898153,12.612936,0.1553762261763001,0.1033235002124401,0.1293498631943701,3.5641307466840706,False,False,False,POINT (-8325362.076609702 909671.0044469729),COLOMBIA_2011_2,,,34.48866804190994,34.71321269547549,False,False,3.5641307331764622,-1.3507608365159742e-08,False
593.0,741.4285714285714,1.013121387342399,593.0,461020,1,1,56293.12144886364,1860.099094117122,0.0001433500382287,30.0,2010.71,1980.71,233.87926150733432,203.87926150733435,1980.71,0.1333731343283308,1.4893333333295429,-0.0122772577789052,1.4893333333295429,-5.043859650332402e-06,0.0315111111109429,-5.043859650118599e-06,0.0286555555554132,118589.99999999609,59288.493331832935,59491.72409578714,60544.82896354986,58826.60523193701,58358.55862404247,33.0,37.08563253511363,34.23839034548393,37.58039437258765,34.7071172480818,61204300171,61204300170681,2862.789,17686.21639177284,12.612936,1256.3356317169237,929.9347077904677,0.0027036644441449,0.0061388696550801,18.860577071012305,42.82433217971112,30.84245462536171,0.1921078148019544,0.2313343516088866,0.2117210832054205,12.612936,0.2257398427796433,0.2278039882629902,0.2267719155213168,6.994202527120912,False,False,False,POINT (-8325312.81910473 908068.9300682555),COLOMBIA_2011_2,34.312522525683015,34.312522525683015,34.66258876980891,37.08563253511363,False,False,6.994202514772573,-1.2348339240020325e-08,False
657.0,551.44,1.0751239707666798,657.0,462592,1,1,56287.11328125,2178.0895939813404,0.0001433500382287,22.84,489.59,466.75,66.7274229627939,43.887422962793885,466.75,0.0705682648401821,1.8033333333237112,0.0004276255707422,1.8033333333237112,2.0298901604672843e-08,0.0497333333325798,-3.5523078359575186e-08,0.0497333333325798,131399.99999999796,65632.74580645059,66105.22064516025,67870.78451612797,65234.8722580635,64861.8658064506,33.5,35.41507354838718,33.44078451612937,37.17,34.653731612903435,61204300171,61204300170761,2862.789,17686.21639177284,12.463781,2238.0387096773775,770.8799999999901,0.0011182201129078,0.0067459111483733,7.80062654133286,47.0590118546812,27.42981919800703,0.0469558804614569,0.1877579621741204,0.1173569213177886,12.463781,0.1584020958213087,0.2018864409681593,0.180144268394734,4.94132472334557,False,False,False,POINT (-8325072.459500737 906604.1216343032),COLOMBIA_2011_2,34.662295083559414,34.662295083559414,34.82982569069752,35.41507354838718,False,False,4.941324711624808,-1.1720762138622833e-08,False
