width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,slope,elevation_min,elevation_max,elevation_range,elevation_mean,relative_elevation_mean,relative_elevation_max,slope_r_mean,slope_r_max,local_slope_mean,local_slope_max,curvature_mean,curvature_max,local_curvature_mean,local_curvature_max,dist_along_range,channel_dist_along,ridge1_dist_along,floodplain1_dist_along,ridge2_dist_along,floodplain2_dist_along,channel_elevation,ridge1_elevation,floodplain1_elevation,ridge2_elevation,floodplain2_elevation,reach_id,node_id,discharge_value,corrected_discharge,XGB_depth,floodplain1_dist_to_river_center,floodplain2_dist_to_river_center,is_reflected,ridge1_slope,ridge2_slope,ridge1_height,ridge2_height,ridge_height_mean,ridge_slope_mean,ridge_width,gamma1,gamma2,gamma_mean,a_b_1,a_b_2,a_b,corrected_denominator,superelevation1,superelevation2,superelevation_mean,lambda_original,geometry,river_name,median_ortho_height,wse_is2,interpolated_wse,lower_ridge,partial_data_flag,lambda,single_side_measurement,lambda_diff
45.0,20.0,1.4661753464970844,45.0,2193633,1,1,280.7675489317046,1624.5444200863076,0.0017845100140075,218.0,230.79,12.789999999999992,224.50333333333333,6.503333333333333,12.789999999999992,0.0163266219239343,0.2649999999998751,-0.0003847874720337,0.2649999999998751,7.282282282354332e-06,0.008722222222214,-7.282282282176742e-06,0.008722222222214,4470.000000000009,2181.9175483871004,2405.244516129036,2851.8984516129085,2051.643483870971,1902.7588387096807,218.0,220.256014623656,220.11822662365617,222.1517825806445,221.75827651612937,61562000801,61562000800451,19.915,80.11033526651772,1.1833684,669.9809032258081,,,0.0003084893890883801,0.0026430264950814864,0.1377879999998299,0.3935060645151225,0.2656470322574762,0.0014757579513063,4754.65729032259,0.17287064049340975,1.4810936752021937,0.8269821578478017,0.30803741324896033,1.9100460142728615,1.109041713760911,1.1833684,0.11643711290569356,0.33253048206722646,0.22448379748646002,0.1856440964072304,POINT (-7980718.83965273 743588.8980490001),V7_2,,,219.89149257476203,220.256014623656,false,0.18564409524722164,false,-1.1600087557184224e-09
63.0,132.2222222222222,1.4661753464970844,63.0,2193439,1,1,281.2816650174014,1624.5444200863076,0.0017845100140075,217.0,231.84,14.840000000000003,222.41828571428573,5.418285714285714,14.840000000000003,0.0165550239234479,0.2996666666678162,0.0018277511961841,0.2850000000000047,-1.3888888886702094e-06,0.0082888888888923,-1.3888888887877244e-06,0.0100555555555289,6270.000000000006,3008.3325161290345,2734.232387096776,2120.7701935483888,3282.432645161293,,217.5,219.88638976343995,218.64154038709685,219.88638976343995,218.64154038709685,61562000801,61562000800441,19.915,80.11033526651772,0.9224661,887.5623225806457,887.5623225806457,true,0.0020292193836973418,,1.2448493763430974,1.2448493763430974,1.2448493763430974,,,1.1371297262380133,,1.1371297262380133,0.2925079077443874,0.2925079077443874,0.2925079077443874,0.9224661,1.349479808898232,1.349479808898232,1.349479808898232,,POINT (-7980537.734438586 743586.8543322182),V7_2,219.1986561847884,219.1986561847884,219.61656084205592,219.88638976343995,true,1.5345336056561731,true,
45.0,71.25,1.6433889074453,45.0,2192664,1,1,283.2524433459057,1604.237863649384,0.0017845100140075,216.5,231.43,14.930000000000009,221.6092715231788,5.109271523178808,14.930000000000009,0.0091177777777711,0.3183333333326437,0.0005933333333353,0.3183333333326437,1.4914243084629306e-07,0.0105777777777319,1.4914243134432752e-07,0.0106444444443983,4500.0000000000355,1559.55483870969,1017.0680039157694,810.1354838709742,1934.2645161290477,2196.5612903225974,216.5,219.05265381333305,218.6796387096771,218.0390193548388,218.0631225806455,61562000801,61562000800401,19.915,80.11033526651772,1.1833684,749.4193548387159,,,0.0018025929504584604,-9.189295517991839e-05,0.2756064516142658,-0.0241032258066979,0.1257516129037839,0.0005669868326143,3006.6967741935714,1.0101332782158792,0.05149478257818965,0.5308140303970345,0.7742517310761617,0.0,0.38712586553808087,1.1833684,0.3152146902485691,0.01,0.16260734512428454,0.0392356446023667,POINT (-7979845.217756551 743897.5212805701),V7_2,218.149031771658,218.149031771658,218.0390193548388,218.0390193548388,false,0.08631426023758304,false,0.005606320821900608
54.0,54.57142857142857,1.6433889074452996,54.0,2192264,1,1,284.2806755172993,1604.2378636493838,0.0017845100140075,216.5,229.31,12.810000000000002,221.36950276243095,4.8695027624309395,12.810000000000002,0.0128722222222317,0.1333333333343236,-0.0020388888889101,0.1333333333343236,-7.448789573505571e-07,0.0027444444444914,2.8553693343371883e-06,0.0040000000000631,5400.000000000453,1938.9135483872592,2283.15102128297,2624.632258064736,1612.9161290323932,,217.0,217.86076374773825,217.67024516129013,217.7745548387103,217.67024516129013,61562000801,61562000800381,19.915,80.11033526651772,1.1157314,685.7187096774769,685.7187096774769,true,0.0005579181675857627,,0.1043096774201615,0.1043096774201615,0.1043096774201615,,,0.31264501919652316,,0.31264501919652316,0.0,0.0,0.0,1.1157314,0.17075667714301232,0.09348995414143718,0.13212331564222474,,POINT (-7979609.347865775 743575.7389225544),V7_2,217.7279979711365,217.7279979711365,217.7745548387103,217.7745548387103,true,0.04130769655527164,true,
51.0,193.25,1.4785692509331056,51.0,2191258,1,1,286.7655699315004,1719.130197407596,0.0017845100140075,215.0,228.96,13.960000000000008,221.20602339181283,6.206023391812866,13.960000000000008,0.0133666666666659,0.1376666666677433,-0.0016058823529172,0.1230000000009619,3.221564759804015e-06,0.0041222222222987,-3.22156475797581e-06,0.0082000000001282,5099.999999999663,2478.819354838545,2765.472258064333,3083.975483870764,2192.1664516127576,,215.0,217.4645277419357,216.87196731182783,217.4645277419357,216.87196731182783,61562000801,61562000800331,19.915,80.11033526651772,1.1533568,605.1561290322188,605.1561290322188,true,0.0018604534592926007,,0.5925604301078806,0.5925604301078806,0.5925604301078806,,,1.0425570294865163,,1.0425570294865163,0.7989859018884402,0.7989859018884402,0.7989859018884402,1.1533568,0.5137702661551747,0.5137702661551747,0.5137702661551747,,POINT (-7979794.364140658 742678.43366864),V7_2,216.7847752294615,216.7847752294615,216.54301111990264,217.4645277419357,true,0.5356348025212359,true,
80.0,117.36,1.4785692509331056,80.0,2191039,1,1,287.19400000291444,1719.1301974075964,0.0017845100140075,214.5,228.52,14.02000000000001,221.0705617977528,6.570561797752809,14.02000000000001,0.0112944862155419,0.1496666666652549,-0.0013045112781857,0.1126666666675272,3.773584907690652e-07,0.0031222222222707,9.643605873050103e-07,0.0054777777777133,7979.999999999992,4011.520258064511,4376.987096774188,4592.944774193543,3762.338322580641,3297.1987096774155,214.5,217.296987096774,216.87766864515996,218.13137625806627,217.8159612903228,61562000801,61562000800321,19.915,80.11033526651772,0.5498635,581.4245161290319,,,0.0019416695654589497,0.0006781081600353398,0.419318451614032,0.3154149677434645,0.3673667096787483,0.0013098888679715,7890.143483870958,1.0880687416813728,0.37999683650555843,0.7340327890934656,1.9282032090793713,3.4456482547083924,2.686925731893882,1.4774450741049634,0.2838132252517443,0.21348676392220065,0.24864999458697246,0.0952063583803742,POINT (-7979641.616438786 742524.3179811961),V7_2,216.4538631753096,216.4538631753096,216.23673660331517,217.296987096774,false,0.1825172490347505,false,0.0873108906543763
52.5,90.4722222222222,1.4785692509331056,52.5,2190849,1,1,287.7081160886112,1719.130197407596,0.0017845100140075,214.5,226.41,11.909999999999997,220.11914772727275,5.619147727272727,11.909999999999997,0.0092247619047681,0.1266666666669061,0.0009619047619021,0.1266666666669061,3.57173581898535e-16,0.0032888888889013,-2.520841708068933e-16,0.004366666666664,5249.999999999998,2595.4419354838706,2890.5258064516124,3283.9709677419346,2278.4999999999995,2125.4935483870963,214.5,217.19,216.68,218.40849999999983,217.82699569892472,61562000801,61562000800311,19.915,80.11033526651772,1.1291399,688.529032258064,,,0.0012962416338561135,0.003800521423408747,0.5099999999999909,0.581504301075114,0.5457521505375524,0.0025483815426992,5409.464516129031,0.7263851834292175,2.129728269147597,1.4280567262884074,1.0790874024621981,2.1582264186822604,1.6186569105722293,1.8276917207947463,0.27904049364420414,0.3181632298592757,0.2986018617517399,0.1886798047379458,POINT (-7979475.314586355 742468.5126531855),V7_2,216.68061620974095,216.68061620974095,215.97155827920517,217.19,false,0.4264203971568133,false,0.2377405924188675
48.0,85.55102040816327,1.4785692509331056,48.0,2190666,1,1,288.30791818859075,1719.130197407596,0.0017845100140075,214.0,227.98,13.97999999999999,219.30406249999996,5.304062500000001,13.97999999999999,0.0093605870020986,0.1306666666667534,0.0020440251572315,0.0970000000000645,-9.142053443985976e-07,0.0042444444444504,-9.142053444680854e-07,0.0075666666666767,4770.0000000000155,2348.2145806451695,2090.039612903233,1792.1454193548448,2745.4068387096863,2924.14335483872,214.0,217.8867987096774,217.07785458064512,217.42701651612913,216.88114219354836,61562000801,61562000800301,19.915,80.11033526651772,1.1767858,556.0691612903247,,,0.002715541772335157,0.0030540727286673844,0.8089441290322839,0.5458743225807723,0.6774092258065281,0.0028848072636026,4716.288774193565,1.521729635036805,1.7114349063297263,1.6165822706832658,1.8441099326738268,1.4534000831511449,1.6487550079124857,1.9402331297453088,0.4169314071750092,0.2813447076086307,0.3491380573918199,0.2285969535453729,POINT (-7979279.166885987 742475.0815087109),V7_2,216.58961504646993,216.58961504646993,215.71667448315796,217.42701651612913,false,0.5644103936004126,false,0.33581344005503966
86.0,49.888888888888886,1.165289175371096,86.0,2190453,1,1,288.82203427428755,1054.334912257522,0.0017845100140075,213.5,230.75,17.25,219.14209059233448,5.642090592334496,17.25,0.0100617715617705,0.2269999999992706,0.001019813519816,0.1006666666668653,-3.5087719307551586e-07,0.0042111111110666,5.068226122760159e-07,0.0069888888888771,8579.999999999953,4170.2490322580425,3955.915096774173,3616.5530322580457,4384.5829677419115,,213.52357505375943,216.48812576344056,216.0320580645164,216.48812576344056,216.0320580645164,61562000801,61562000800291,19.915,80.11033526651772,0.6599296,553.6959999999967,553.6959999999967,true,0.001343897109509092,,0.4560676989241585,0.4560676989241585,0.4560676989241585,,,0.7530902594887001,,0.7530902594887001,1.6169214786881787,1.6169214786881787,1.6169214786881787,1.067055961583577,0.4274074794046658,0.4274074794046658,0.4274074794046658,,POINT (-7979083.161420081 742508.1251793029),V7_2,,,215.421069801857,216.48812576344056,true,0.321876409572271,true,
92.0,1.6326530612244898,1.0086491375900908,92.0,2190270,1,1,289.4218363742672,721.9372696824846,0.0017845100140075,213.5,227.23,13.72999999999999,219.38527687296417,5.8852768729641705,13.72999999999999,0.0125424836601328,0.2793333333333247,0.0006514161220033,0.2793333333333247,4.043715847053995e-06,0.0064222222222218,-4.3351548269997215e-06,0.0070555555555551,9179.99999999997,4442.764645161275,3659.246709677407,3449.0345806451496,4786.748129032242,4977.850064516112,213.74513187096335,216.49025109677424,216.28611432258097,217.5775943225781,216.53140025806448,61562000801,61562000800281,19.915,80.11033526651772,0.46890348,993.7300645161258,,,0.0009710989283156396,0.005474534082504876,0.2041367741932731,1.046194064513628,0.6251654193534506,0.0032228165220436,8426.884645161263,0.5441823921933778,3.0678079918479333,1.8059951920206556,2.821793287330439,5.140694624770984,3.9812439560507116,1.8668231269651017,0.10934982068983617,0.5604141331880905,0.3348819769389634,0.3493600413474432,POINT (-7978887.157000452 742541.4575911063),V7_2,215.39475742194003,215.39475742194003,215.16709958271107,216.49025109677424,false,0.60479524024614,false,0.25543519889869676
79.0,55.88888888888889,1.0524303129083918,79.0,2190056,1,1,289.9359524599639,1234.2779052531816,0.0017845100140075,213.0,230.65,17.650000000000006,219.7567803030303,6.756780303030302,17.650000000000006,0.0146780735107702,0.1869999999995516,0.0002598225602017,0.1869999999995516,-1.5093252930342863e-16,0.0047999999999687,-6.312374022554918e-17,0.0057444444444279,7889.999999999969,3637.7820645161146,2488.047870967732,845.5704516128999,4787.516258064497,,213.0,216.8219521290323,215.1474272688172,216.8219521290323,215.1474272688172,61562000801,61562000800271,19.915,80.11033526651772,0.5498635,2792.2116129032147,2792.2116129032147,true,0.0010195116471393142,,1.6745248602150866,1.6745248602150866,1.6745248602150866,,,0.5713118106016015,,0.5713118106016015,3.547413726875426,3.547413726875426,3.547413726875426,1.9505968752214926,0.8584679292203533,0.8584679292203533,0.8584679292203533,,POINT (-7978690.89227388 742526.4678517184),V7_2,215.9321465509621,215.9321465509621,214.8713552538108,216.8219521290323,true,0.49045286698628754,true,
80.0,285.7142857142857,1.061186547972052,80.0,2189873,1,1,290.5357545599435,1336.746032367321,0.0017845100140075,212.2,226.34,14.140000000000017,218.129138576779,5.929138576779037,14.140000000000017,0.0097343358396025,0.1886666666671841,0.0013383458646641,0.1886666666671841,9.22431865995804e-07,0.0062888888889233,-9.224318655851868e-07,0.0062888888889233,7979.999999999991,3629.4412903225766,2898.5076129032223,871.8278709677406,4626.169032258059,5174.369290322574,213.71,215.92935363440867,213.2124371612902,218.9812111827962,218.39563070967745,61562000801,61562000800261,19.915,80.11033526651772,0.5498635,2757.613419354836,,,0.0013405751365448719,0.001068187151385175,2.7169164731184594,0.5855804731187391,1.6512484731185992,0.00120438114527,6046.197161290314,0.7512286992070853,0.598588488156663,0.6749085936818742,2.381179706428073,7.931378979862741,5.156279343145407,2.8352549628789916,0.9582617819878999,0.20653538421959958,0.5823985831037497,0.2582887220233337,POINT (-7978494.659984019 742517.5537339572),V7_2,,,214.62002744572345,215.92935363440867,false,0.39306580868486785,false,0.13477708666153415
84.0,0.0,1.1594652042595943,84.0,2189482,1,1,291.3926147027715,1266.226544756237,0.0017845100140075,208.6,232.3,23.700000000000017,218.02039145907472,9.42039145907474,23.700000000000017,0.0146976190476145,0.2380000000009014,0.0024309523809373,0.2273333333299974,-3.544404619573535e-06,0.0075777777775553,-3.6240541617104377e-06,0.0108333333334638,8400.000000000022,3663.086451612913,3488.2219354838808,2561.440000000007,4694.787096774206,5149.434838709691,211.5,220.07216774194515,210.6338133333334,219.3349290322581,218.36352172043013,61562000801,61562000800241,19.915,80.11033526651772,0.38582367,1101.6464516129065,,,0.01018400773370704,0.002136615273961238,9.438354408611758,0.97140731182796,5.204880860219859,0.0061603115116781,7710.8748387096975,5.7068930147590855,1.197312011246723,3.452102513002904,15.522932508199734,13.612119729724313,14.567526118962023,5.620510957564903,1.6792698172589173,0.17283256258410074,0.926051189921509,1.9543344007226824,POINT (-7978163.667503197 742706.1661348531),V7_2,213.0698213360293,213.0698213360293,214.08303742953672,219.3349290322581,false,3.196823639897371,false,1.2424892391746885
85.5,110.0,1.552579829409762,85.5,2189282,1,1,291.9067307884683,984.1485943119,0.0017845100140075,207.98,232.22,24.24000000000001,217.46336842105265,9.48336842105264,24.24000000000001,0.010759389671367,0.1603333333337319,0.0016584507042217,0.1200000000002999,-7.852375341468034e-07,0.005344444444471,1.5704750680129975e-06,0.0049888888889138,8520.00000000008,3520.3174193548716,3413.899870967774,2722.1858064516387,3715.416258064551,3999.196387096811,210.5,211.41298597849345,210.62353376344055,214.04249754838744,213.7245236989249,61562000801,61562000800231,19.915,80.11033526651772,0.38582367,798.131612903233,,,0.001141298485037802,0.001120493705554316,0.7894522150529042,0.3179738494625326,0.5537130322577184,0.0011308960980952,6721.38219354845,0.639558464833028,0.6278999258950679,0.633729195364048,0.0,6.8153018050763645,3.4076509025381823,1.3147557849470104,0.6004554032707466,0.24185012388087582,0.4211527635758112,0.1853212196574894,POINT (-7978014.637586065 742869.424407422),V7_2,213.0698213360293,213.0698213360293,211.41298597849345,211.41298597849345,false,0.266896801986244,false,0.08157558232875459
51.0,76.40816326530611,1.552579829409762,51.0,2189059,1,1,292.50653288844785,984.1485943118998,0.0017845100140075,211.0,225.58,14.580000000000013,218.6142105263158,7.614210526315789,14.580000000000013,0.0154862745098038,0.2379999999994313,0.0019803921568669,0.2350000000003342,-7.232084155730619e-07,0.0074222222222449,-7.232084155247616e-07,0.0079333333333257,5100.000000000062,1905.5135483871195,2022.2980645161535,2287.7174193548667,1788.7290322580857,,211.0,214.5988206451608,213.3471376344085,214.5988206451608,213.3471376344085,61562000801,61562000800221,19.915,80.11033526651772,1.1533568,382.2038709677472,382.2038709677472,true,0.004715869371308758,,1.2516830107522878,1.2516830107522878,1.2516830107522878,,,2.642669043206018,,2.642669043206018,0.9464120964169849,0.9464120964169849,0.9464120964169849,1.1533568,1.0852522053472853,1.0852522053472853,1.0852522053472853,,POINT (-7977862.41351053 742973.265205641),V7_2,213.0698213360293,213.0698213360293,213.50726887174392,214.5988206451608,true,2.8679624071423313,true,
