channel_elevation,channel_slope_r,channel_curvature,channel_dist_along,channel_dist_to_river_center,ridge1_elevation,ridge1_slope_r,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope_r,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope_r,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope_r,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id,slope,discharge_value,corrected_discharge,XGB_depth,ridge1_slope,ridge2_slope,gamma1,gamma2,gamma_mean,a_b_1,a_b_2,a_b,corrected_denominator,superelevation1,superelevation2,superelevation_mean,lambda_original,single_side_measurement,geometry,river_name,median_ortho_height,wse_is2,interpolated_wse,lower_ridge,is_reflected,partial_data_flag,lambda,lambda_diff
36.09,0.0040000000000379,0.0001222222222245,2519.999999999887,13.367354838928804,35.48647658402204,0.0206666666662358,0.0002222222221987,2790.825105782613,226.63264516160416,32.956999999999994,0.0006666666666731,2.2222222222648105e-05,2883.9139633284294,929.9999999997708,36.242714285714285,,,2482.7856135400943,,35.49985714285714,,,2428.6248236952556,,87.0,65.04,1.16653977819356,87.0,47598,1,1,3421.04254698057,2225.8601799765,1,61303300031,61303300030601,0.0009486746758748,115.966,543.1496631413455,2.764181,0.027172710284948737,0.013715773556285468,28.64281188900927,14.457826170639331,21.5503190298243,1.3731483994944158,,1.3731483994944158,3.795630716062874,0.5748514956411591,0.16882249170306093,0.37183699367211004,2.7207982846665013,false,POINT (-7979615.357265083 983716.889214643),VENEZ_2022_N,,,31.464369283937124,35.26,false,true,8.013205840724732,-3.943185777899316e-09
29.5,0.0,-0.0059777777778716,1709.9999999999716,4.5534193547398445,35.2457563515202,0.0009999999999924,-6.66666666656546e-05,1561.3253560216508,175.44658064477494,33.44,0.0229999999998252,0.000366666666661,990.000000000079,719.9999999998926,33.336635152019994,,,1862.7039446744104,,31.66033361099542,,,2194.220392192446,,60.0,2.20408163265306,1.16653977819356,60.0,47222,1,1,3421.38763531109,2225.8601799765,1,61303300031,61303300030581,0.0009486746758748,115.966,543.1496631413455,3.2921734,0.0031606445072453193,0.005056465670159284,3.331642118865246,5.33003125175295,4.330836685309098,1.2227910288250945,,1.2227910288250945,3.2921734,0.5484997696415997,0.5091777793431461,0.5288387744923729,1.6142623564698884,false,POINT (-7979609.820245947 984083.3510950073),VENEZ_2022_N,,,31.06435990114339,35.09,false,true,2.290314365185474,-2.9893747477416355e-09
29.0,0.1429999999984078,-1.0133653175738677e-13,1920.0000000002567,6.788516129151958,34.468233236151605,0.0,-1.1111111111097532e-05,1532.2050593747201,443.21148387105654,33.26,0.0006666666666732,1.1111111111589648e-05,1079.9999999999447,840.000000000312,32.1,0.0016666666666834,-0.003444444444431,2039.999999999755,126.78851612865014,31.0,0.0,-7.777777777935439e-05,2309.999999999721,389.9999999994641,65.0,186.138888888889,1.16653977819356,65.0,46823,1,1,3421.70617838542,2225.8601799765,1,61303300031,61303300030561,0.0009486746758748,115.966,543.1496631413455,3.3142939,0.0026718702244292788,0.004074074058985431,2.8164241044649696,4.294490158313344,3.555457131389157,1.1103777310467875,0.440551799194456,0.7754647651206219,3.3142939,0.36455223121631025,0.3318957319989037,0.348223981607607,1.1664995331856025,false,POINT (-7979732.71502627 984463.1385039891),VENEZ_2022_N,,,30.63988185929579,32.1,false,false,1.238095438727493,-3.788408253768694e-09
31.24,0.001999999999969,6.666666666460372e-05,4710.000000000331,1.2193548389677744,30.420741568529422,0.0010000000000108,-3.333333333404824e-05,4921.510725349108,1351.219354838364,29.94537390189184,0.0006666666666738,-4.444444444364988e-05,5154.926306052208,4769.999999999693,34.94,0.0040000000000431,2.222222222269815e-05,3839.9999999996207,868.7806451617425,33.74782165063482,0.0013333333333477,-4.444444444306983e-05,3419.662459412203,3120.000000000436,165.0,311.138888888889,1.54329776139251,165.0,46013,1,2,3422.31671927787,965.388064441779,1,61303300031,61303300030521,0.0009486746758748,115.966,543.1496631413455,2.2929542,0.002036572122431136,0.0028362404767912964,2.1467550196311023,2.989687138191939,2.5682210789115207,1.801972530152188,2.251174699127042,2.0265736146396147,4.646840481297087,0.16379499048824794,0.41078275848205736,0.28728887448515267,1.3658216021665377,false,POINT (-7980227.804285382 984973.5753354098),VENEZ_2022_N,,,29.77815951870291,33.91,false,false,0.7378213431895353,-4.613238679951337e-10
28.5,0.1226666666674085,0.0039222222222736,2699.9999999999445,0.7403870966609247,31.14770215364573,0.0006666666666721,-3.333333333386836e-05,2794.2639136897365,1800.7403870965782,27.881379310344826,0.0006666666666706,-1.1111111111316646e-05,3121.98735156276,2519.9999999997626,32.21793103448276,,,2667.9539560489034,,31.622068965517244,,,2479.919923563367,,91.5,104.25,1.0789469254571,91.5,45219,1,1,3422.95380542652,572.474139242759,1,61303300031,61303300030481,0.0009486746758748,115.966,543.1496631413455,2.419311,0.00996670501973599,0.003168905425896476,10.505925026980831,3.3403499708415194,6.923137498911175,1.5568652174219888,,1.5568652174219888,3.7665411460264124,1.350104572459227,0.24629411802183196,0.7981993452405295,5.2067850679547565,false,POINT (-7979777.176927771 985592.6470670676),VENEZ_2022_N,,,28.93345885397359,32.7,false,true,5.526043818641057,-7.231650833716685e-09
31.6,0.1199999999996235,0.0039999999999748,1830.000000000067,5.775096774146732,31.784670588878157,0.0083333333332997,2.2222222221817985e-05,1628.5258201011068,234.2249032257805,30.38,0.0009999999999967,-4.444444444644926e-05,1469.9999999997096,360.00000000035743,32.01876468552485,0.0013333333333292,-0.0039555555555307,1898.4889667410985,35.77509677424041,27.96,0.0033333333333198,2.2222222221963048e-05,2309.999999999948,479.9999999998811,61.5,67.8055555555556,1.23356625194976,61.5,44800,1,1,3423.29889375704,933.242156429815,1,61303300031,61303300030461,0.0009486746758748,115.966,543.1496631413455,3.2019684,0.008860831498104623,0.009863076193898108,9.340221388258096,10.39668966055522,9.868455524406658,0.937640822034178,0.9595023744467504,0.948571598240464,3.2019684,0.43868971001655044,1.2675842414699812,0.8531369757432659,8.419144337259421,false,POINT (-7979599.591511852 985930.8506394007),VENEZ_2022_N,,,28.487703717296537,31.49,false,false,8.41914430134922,-3.5910201034994316e-08
27.0,0.0,-0.0081444444445561,1829.9999999999543,0.2108387096047863,33.41,0.2136666666677564,0.0071222222222948,1859.9999999998013,29.78916129024219,27.489137741046832,0.008666666666726,0.0001000000000013,2322.7369307062436,569.9999999996869,33.12897044334974,0.0060000000000411,7.777777777905696e-05,1390.5926111286897,480.2108387098551,28.47,0.0706666666670279,0.0022555555555812,510.00000000009766,1319.9999999998568,79.5,447.805555555556,1.66411684311256,79.5,44422,1,2,3423.59089157517,971.559113577246,1,61303300031,61303300030441,0.0009486746758748,115.966,543.1496631413455,3.020524,0.01279530950148869,0.005290721701704897,13.48756304650988,5.576961034430662,9.532262040470272,1.7627515540284198,1.3456053899853604,1.55417847200689,4.694433374980147,1.1421595745684878,0.8987352630027794,1.0204474187856336,8.418295121832536,false,POINT (-7979868.725930934 986234.270377997),VENEZ_2022_N,,,28.085566625019855,32.15,false,false,9.727172194386164,-1.4014982951948696e-08
27.0,0.1716666666679547,0.0039777777778628,1979.9999999999425,7.366967741930466,28.02,0.033999999999885,0.0011333333333256,2070.0000000000286,82.63303225815571,25.89,0.0029999999999789,8.888888888748477e-05,3210.000000000073,1230.0000000001307,33.77491539316223,,,1927.803903726223,,31.891038126263854,,,1883.088357546277,,67.5,234.0,1.66411684311256,67.5,43994,1,1,3423.90943464949,971.559113577246,1,61303300031,61303300030421,0.0009486746758748,115.966,543.1496631413455,3.7150755,0.001868421050992539,0.042130251908071265,1.9695066164484836,44.409588428427014,23.18954752243775,0.1049139389846729,,0.1049139389846729,3.7150755,0.573339626610549,0.5070899008373793,0.5402147637239642,2.7427308193618036,false,POINT (-7979734.432609964 986545.7012587098),VENEZ_2022_N,,,27.630236795669543,28.02,false,false,12.527335935699346,-5.2525481741838576e-09
27.0,0.0,-0.0071333333333149,1770.0000000000566,2.332258064479447,35.21,0.0023333333333387,-0.0029333333333469,1679.999999999936,92.33225806459996,29.98,0.0,-4.444444444448291e-05,1439.9999999999477,330.0000000001089,37.15,0.0960000000002232,-0.0048777777778004,1829.999999999917,57.667741935380946,26.26,0.0026666666666627,-3.333333333369807e-05,3359.9999999999827,1589.999999999926,60.0,45.5510204081633,1.30927052091149,60.0,43615,1,1,3424.25452298001,703.350302326419,1,61303300031,61303300030401,0.0009486746758748,115.966,543.1496631413455,3.2921734,0.02179166657586911,0.0071176470541711645,22.97064223388739,7.502726946524402,15.236684590205895,2.4248310102221846,3.0141073830888137,2.719469196655499,8.952964151348603,0.5841640725448672,1.2163569311689486,0.9002605018569079,13.71698536110392,false,POINT (-7979355.030872267 986520.2354841011),VENEZ_2022_N,31.76489431934638,31.76489431934638,27.227035848651397,35.21,false,false,13.716985315814174,-4.528974528739127e-08
26.5,0.2006666666670561,0.0066888888889148,1650.000000000239,9.750580645369382,32.709236459785465,0.0770000000001493,0.0010666666666708,1862.5940670638008,249.75058064490372,28.664712495367514,0.0046666666666757,2.222222222230597e-05,1969.168524500438,1139.9999999994882,33.64036914600551,0.0326666666667299,0.0001888888889162,1562.8534055232578,50.2494193545142,29.37,0.0,-0.000433333333335,959.9999999998412,690.0000000003978,58.5,78.2222222222222,1.30856886460016,58.5,43204,1,1,3424.59961131053,790.685273223036,1,61303300031,61303300030381,0.0009486746758748,115.966,543.1496631413455,3.4841485,0.037950218314480894,0.00708359461818789,40.00340609860373,7.466832201097711,23.73511914985072,1.0206487370896502,1.61763821672865,1.31914347690915,4.596091766357805,0.6429171431652251,0.6788174716640328,0.660867307414629,3.4173031594206673,false,POINT (-7979235.811975037 986819.0534918874),VENEZ_2022_N,,,26.8839082336422,30.44,false,false,15.685764283727243,-4.708935463781927e-09
25.5,0.1126666666658895,0.0036777777777252,2519.9999999999777,1.2864516131044184,33.4408250728863,0.0603333333344225,0.0013222222222887,1902.2960553258345,541.2864516133625,28.41192044981258,0.000666666666662,-9.999999999833792e-05,1307.7285135814504,1469.9999999996694,28.5,0.000333333333331,1.111111111095958e-05,3329.999999999991,808.7135483869088,25.46,0.0,-5.555555555466201e-05,4680.0000000002565,2160.0000000002788,85.5,1943.55555555556,1.7626313947613,85.5,42396,1,1,3425.28978797157,1278.20900798948,1,61303300031,61303300030341,0.0009486746758748,115.966,543.1496631413455,2.3846483,0.008458088041371173,0.0022518518501833695,8.915688651193022,2.373681839991009,5.644685245592016,2.0299257341621715,0.9605856557950596,1.4952556949786155,3.565658951096072,1.0562548023560399,0.638511731646196,0.8473832670011179,1.9508157911164992,false,POINT (-7978537.719274814 987058.215471676),VENEZ_2022_N,26.28383339704635,26.28383339704635,26.209341048903926,28.5,false,false,4.78321182460277,-1.7942263230708022e-09
28.83,0.0416666666662258,0.0004444444444239,1230.0000000001248,10.566193548300134,30.93,0.0306666666668058,0.0008222222222296,1169.999999999842,70.56619354858299,26.97,0.0070000000000318,0.0001555555555569,479.99999999979127,750.0000000003336,30.5,0.0023333333333439,2.222222222345251e-05,1680.0000000000523,439.43380645162733,28.77,0.0016666666666742,-0.0001000000000003,2279.999999999955,1049.9999999998302,42.0,265.25,1.6265360854653,42.0,41600,1,1,3425.87378360783,1311.77337377723,1,61303300031,61303300030301,0.0009486746758748,115.966,543.1496631413455,3.7125921,0.005739130426464608,0.0028833333285282464,6.049629627956909,3.0393278136885464,4.5444787208227275,1.4391193147267556,1.3232972722244296,1.3812082934755927,5.127862998811967,0.7722515209391244,0.33737250788502154,0.554812014412073,2.5213313973898503,false,POINT (-7978983.673115311 987622.9988297708),VENEZ_2022_N,25.48399639928416,25.48399639928416,25.587137001188033,30.5,false,false,2.521331393552458,-3.837392181793575e-09
24.0,0.2486666666698631,0.0076777777779921,3419.999999999806,10.81148387077792,31.8,0.0076666666665415,0.000111111111103,3270.000000000102,139.18851612892558,25.53,0.0003333333333376,-0.0002111111111103,1559.9999999997603,1860.0000000000457,27.859067055393588,0.0019999999999699,-0.0001000000000018,3704.318895309204,1780.81148387114,26.364689712619743,0.0076666666665516,-0.0002333333333399,4207.817689612924,2910.000000000587,114.0,230.555555555556,1.55848843081731,114.0,41219,1,1,3426.16578142596,1328.55555667111,1,61303300031,61303300030281,0.0009486746758748,115.966,543.1496631413455,2.0349674,0.0036666666645216845,0.0029679859350455985,3.865041154535454,3.128560306839364,3.4968007306874087,3.192500212539544,2.686349598038299,2.939424905288922,5.981633857011044,1.3852779773863186,0.3301639589871919,0.8577209681867553,1.8704073786658295,false,POINT (-7979275.582816586 987857.0483601406),VENEZ_2022_N,25.461318255039817,25.461318255039817,25.303366142988956,30.77,false,false,2.9992793082813574,-1.259062853975479e-09
23.5,0.2479999999989267,0.0082666666665951,1620.0000000000289,1.992774193551668,26.12,0.0056666666666421,0.0001888888888872,2160.00000000029,538.0072258067096,23.95,0.0049999999999783,6.666666666609116e-05,2730.0000000000223,1109.9999999999934,,,,,,,,,,,54.0,161.0,1.55848843081731,54.0,40810,1,1,3426.51086975648,1328.55555667111,1,61303300031,61303300030261,0.0009486746758748,115.966,543.1496631413455,3.505591,0.003807017537182463,,4.012985308869875,,4.012985308869875,0.3171473392257267,,0.3171473392257267,3.505591,0.6190111738648353,,0.6190111738648353,2.48408275110392,true,POINT (-7979172.980393194 988217.124147184),VENEZ_2022_N,,,25.008211141936343,26.12,false,true,2.48408274674588,-4.3580397068865295e-09
23.0,0.1650000000008353,0.0054888888889444,1889.999999999936,10.72580645168955,27.11,0.0156666666667461,-0.0005444444444331,2609.999999999998,709.2741935483725,23.33,0.0226666666663486,0.0002666666666498,3420.0000000001787,1530.0000000002426,31.64,0.001333333333319,1.111111111034602e-05,1110.000000000177,790.7258064514488,30.59,0.000333333333335,-6.666666666708069e-05,329.99999999994645,1559.9999999999895,63.0,19.5555555555556,1.06760997339456,63.0,40422,1,1,3426.8294128308,817.413531678009,1,61303300031,61303300030241,0.0009486746758748,115.966,543.1496631413455,3.1552212,0.004666666660904311,0.001346153844427611,4.919143284394141,1.4189836396615987,3.1690634620278697,0.7548723371155418,2.1905878425767757,1.4727300898461588,4.646789201360505,0.8134649187213566,0.22596247742259915,0.5197136980719779,1.6470056933261386,false,POINT (-7978806.530004775 988308.3362673236),VENEZ_2022_N,,,24.728210798639495,27.11,false,false,1.6470056912752893,-2.050849268186994e-09
22.5,0.158000000000461,0.0052555555555862,1890.0000000000368,10.1938064516105,27.02,0.0003333333333342,-3.3333333333533574e-05,2850.000000000009,949.8061935483618,24.51037401082882,0.0,-0.0019000000000052,3412.4907866599383,1649.9999999999,27.673056226572257,,,1772.925747304289,,26.392922948771343,,,1664.8225578962242,,63.0,61.25,1.00163997035647,63.0,40010,1,1,3427.14795590512,694.266568305658,1,61303300031,61303300030221,0.0009486746758748,115.966,543.1496631413455,3.1552212,0.004461630384404536,0.01184177148674988,4.703014107855614,12.482436590636558,8.592725349246086,0.8205792841151914,,0.8205792841151914,3.1552212,0.7953882882034325,0.40571902781361696,0.6005536580085248,7.902536685073044,false,POINT (-7978505.186633695 988595.5413866756),VENEZ_2022_N,,,24.430890846478924,27.02,false,true,5.160392640752316,-1.1452951476087492e-08
22.5,0.1236666666683285,0.0040222222223321,1229.9999999998072,10.566193548614136,26.193551724137933,0.0029999999999867,3.3333333333251735e-05,1139.9542745348754,40.56619354821101,25.901137931034484,0.0029999999999772,9.99999999984825e-05,1109.9802083808333,149.99999999968668,25.42,0.0973333333329033,0.0032444444444157,1290.0000000001676,49.43380645174625,25.140862068965518,0.0006666666666615,-0.0002666666666686,1320.7814277264724,120.00000000018532,42.0,105.84,1.02979286615555,42.0,39800,1,1,3427.28068218609,1165.93774305285,1,61303300031,61303300030211,0.0009486746758748,115.966,543.1496631413455,3.7125921,0.009755559417435188,0.009068387744976278,10.283355997080143,9.559006870942412,9.921181434011276,0.5200290468426767,0.3072397129430546,0.4136343798928656,3.7125921,0.07876270412347464,0.07518680305183101,0.07697475358765282,0.3300641970323952,false,POINT (-7978339.099232484 988704.8484476105),VENEZ_2022_N,,,24.27934426892135,25.42,false,false,0.7636804961814141,-4.461978841963088e-09
22.0,0.0,-0.0033888888889013,2489.9999999997385,8.867612902946803,25.07,0.1023333333323762,0.0034111111110473,2520.000000000019,38.86761290322738,24.13,0.0013333333333208,-7.777777777934815e-05,2670.0000000000077,180.0000000002692,25.118571758331292,,,2423.4953178038268,,24.907524750810992,,,2349.6886632582355,,84.0,68.4,1.07202220985418,84.0,39198,1,1,3427.70540628519,1873.44450517364,1,61303300031,61303300030181,0.0009486746758748,115.966,543.1496631413455,2.3846483,0.006266666624889373,0.0028594576730269715,6.605706660305548,3.0141604342818407,4.809933547293694,0.5137400149994292,,0.5137400149994292,2.3846483,0.39418810731964177,0.08850236218074578,0.24134523475019376,2.603891023293869,false,POINT (-7977860.149401486 989104.0914462096),VENEZ_2022_N,,,23.844910746589637,25.07,false,true,1.1608545411044289,-1.7359273574157896e-08
21.5,0.0,-0.0033333333333004,2399.9999999998995,7.793419354771231,24.92946223815879,0.0016666666666576,-8.45677694534117e-19,2310.0678852186675,772.2065806457094,24.24184786951016,0.0,-1.11111111113382e-05,2279.3018723507353,2219.9999999998613,24.4710526590597,0.0036666666666468,3.3333333332975514e-05,2457.894825096291,1297.7934193542744,24.04538662132483,0.0,-3.333333333397995e-05,2491.6624001952405,1620.0000000003242,80.0,66.5833333333333,1.07202220985418,80.0,38994,1,1,3427.86467782235,1873.44450517363,1,61303300031,61303300030171,0.0009486746758748,115.966,543.1496631413455,3.020524,0.022349803637231682,0.012605762299536532,23.558975701150967,13.287760936500597,18.42336831882578,1.4574643104150165,1.2588232799183203,1.3581437951666686,4.10230592875201,0.22764737795449783,0.14092456730516656,0.1842859726298322,8.15321854192429,false,POINT (-7977768.71178869 989272.7173822864),VENEZ_2022_N,,,23.69769407124799,27.5,false,false,3.3951683497524456,-2.0254045551837407e-08
21.5,0.0,-0.002833333333401,2999.9999999996285,11.328129032077868,26.81,0.0009999999999811,-1.1111111112050898e-05,1920.0000000003931,1068.6718709671577,22.02,0.0016666666666863,-8.888888888655562e-05,89.9999999998582,2909.9999999997704,28.04,0.0003333333333372,-7.77777777768648e-05,3750.000000000006,761.3281290324553,23.76,0.0066666666667453,0.0001222222222281,5070.000000000097,2070.000000000469,100.0,125.916666666667,1.08022586281026,100.0,38803,1,1,3428.02394935952,1615.57109965044,1,61303300031,61303300030161,0.0009486746758748,115.966,543.1496631413455,3.6409776,0.002617486337366728,0.0032424242399676337,2.7590979330749703,3.4178463096189446,3.0884721213469577,0.8926561781902936,1.230477536937461,1.0615668575638773,3.6409776,1.315580738535716,1.1755084678356709,1.2455446031856936,3.846829785384661,false,POINT (-7977774.061072032 989455.9158522185),VENEZ_2022_N,,,23.55985885070753,26.81,false,false,3.846829782833174,-2.551487021662524e-09
21.0,0.0,-0.0035444444443891,2820.000000000041,3.4689032258111183,27.21,0.0016666666666536,-1.1111111110935417e-05,3420.000000000141,596.5310967742889,23.21,0.0009999999999922,1.1111111110939035e-05,4950.000000000192,2130.000000000151,26.93,0.0006666666666614,-1.1111111110939205e-05,1650.0000000000598,1173.4689032257922,22.62,0.0003333333333306,-2.168404344954069e-20,240.00000000003809,2580.0000000000027,94.0,73.3469387755102,1.09663316872241,94.0,38621,1,1,3428.20976615287,1099.82428860404,1,61303300031,61303300030151,0.0009486746758748,115.966,543.1496631413455,2.8311105,0.0026143790832584887,0.003056737586484535,2.755822569889615,3.22211361198804,2.9889680909388274,1.3356884220905656,1.2367873018411084,1.286237861965837,3.6414815165090317,1.0984540170986967,1.1835842034238453,1.141019110261271,3.4104697140536686,false,POINT (-7977798.011470477 989654.2507816026),VENEZ_2022_N,,,23.42851848349097,26.93,false,false,3.410469711722351,-2.3313178054706896e-09
21.0,0.0,-0.0033777777777468,1919.99999999996,4.145161290488204,24.29,0.0060000000001322,0.000133333333341,2189.9999999997026,265.8548387092544,22.24,0.0003333333333313,-0.0001111111111132,2849.999999999806,929.9999999998458,,,,,,,,,,,63.0,113.76,1.09663316872241,63.0,38404,1,1,3428.34249243384,1099.82428860404,1,61303300031,61303300030141,0.0009486746758748,115.966,543.1496631413455,3.1552212,0.003106060601353969,,3.274105107201035,,3.274105107201035,0.3226650628018903,,0.3226650628018903,3.1552212,0.6497167298444878,,0.6497167298444878,2.1272408666408844,true,POINT (-7977729.45021877 989837.9841066523),VENEZ_2022_N,,,23.271920353348143,24.29,false,true,2.127240863417793,-3.223091571413761e-09
21.0,0.0,-0.0042999999999571,2610.0000000000546,8.053806451659057,24.53,0.0146666666667209,-1.1111111102512984e-05,3330.0000000000773,728.0538064516818,19.8,0.0,-6.66666666660003e-05,4980.000000000215,2370.00000000016,27.47,0.0013333333333421,4.4444444445032985e-05,1439.9999999999602,1161.9461935484353,24.59,0.0,-0.00011111111111,660.0000000002457,1949.999999999809,84.0,208.25,1.08281579331785,84.0,38221,1,1,3428.501763971,1091.66850226071,1,61303300031,61303300030131,0.0009486746758748,115.966,543.1496631413455,2.3846483,0.0028666666649290544,0.0036923076875753145,3.021759448027449,3.8920694116458123,3.4569144298366306,0.5829545867362267,1.8158407947359547,1.1993976907360908,2.3846483,1.9835210081084078,1.207725264979326,1.595623136543867,5.5159326507417115,false,POINT (-7977574.486509587 989976.5314404628),VENEZ_2022_N,22.725640356701547,22.725640356701547,23.139858335762256,24.53,false,false,5.515932645299678,-5.442033490510312e-09
20.5,0.0,0.0,2549.999999999813,5.916387096516246,25.46,0.0026666666666334,-1.1111111113073584e-05,3360.00000000004,815.9163870967432,19.85,0.0013333333333132,3.333333333204909e-05,5040.000000000141,2490.000000000328,27.1,0.0016666666666832,-6.666666666492399e-05,1469.9999999998497,1074.0836129034471,23.63,0.0,-7.777777777737283e-05,539.9999999999817,2009.9999999998313,84.0,0.0,1.05518104250872,84.0,38001,1,1,3428.63449025197,1075.35692957404,1,61303300031,61303300030121,0.0009486746758748,115.966,543.1496631413455,2.3846483,0.003339285712297843,0.003731182791687432,3.5199481942728075,3.933047741837108,3.7264979680549577,1.0393433355385977,1.7270757780962696,1.3832095568174334,3.298468318208446,1.7007894145992755,1.0520034346986613,1.3763964246489684,5.129138484044855,false,POINT (-7977408.599678301 990115.1577085945),VENEZ_2022_N,22.910462036891825,22.910462036891825,22.981531681791555,25.46,false,false,5.1291384796924895,-4.352365579052275e-09
20.5,0.0,-0.0036333333332994,2220.0000000003315,1.38232258052858,25.34,0.0476666666664788,0.0015333333333213,2339.9999999999845,118.61767741912443,21.52,0.001333333333328,2.2222222222046583e-05,4380.000000000349,2160.0000000000177,26.19,0.0033333333333202,6.666666666614471e-05,1830.000000000305,391.3823225805552,22.52,0.0013333333333261,3.3333333332955036e-05,60.00000000027983,2160.000000000052,77.0,93.36,1.05518104250872,77.0,37793,1,1,3428.76721653294,1075.35692957404,1,61303300031,61303300030111,0.0009486746758748,115.966,543.1496631413455,3.0589008,0.0018725490186895922,0.0020734463265121485,1.9738579160056753,2.185624196830346,2.0797410564180105,0.8200347189433494,1.097912314712392,0.9589735168278708,3.0589008,1.2488146068679313,1.1997773840851595,1.2242959954765453,2.5462186483489213,false,POINT (-7977294.397013015 990268.6817969012),VENEZ_2022_N,22.910462036891825,22.910462036891825,22.831595142196413,25.34,false,false,2.5462186470007304,-1.3481908922585717e-09
20.0,0.0,-0.0035333333332601,2940.000000000296,0.0938064512761229,25.01,0.0506666666661422,0.0004888888888449,3629.9999999999286,689.9061935483564,19.98,0.0003333333333299,-5.555555555440768e-05,5610.00000000032,2670.000000000024,25.84,0.0013333333333195,-1.1111111110881434e-05,2460.00000000035,480.093806451222,22.12,0.0003333333333299,1.1111111110882824e-05,360.0000000003939,2579.9999999999022,96.0,195.0,1.10278124361848,96.0,37411,1,1,3429.11230486346,687.192709586879,1,61303300031,61303300030091,0.0009486746758748,115.966,543.1496631413455,3.6409776,0.0025404040391205063,0.0017714285705850703,2.6778453180253043,1.8672666359008534,2.272555976963079,0.674338404561846,0.9022991588383892,0.7883187817001176,3.6409776,1.3814971012180908,1.0217036215767983,1.2016003613974444,2.730704084561525,false,POINT (-7977208.116653141 990651.0587752851),VENEZ_2022_N,,,22.554748974170582,25.01,false,false,2.730704083214758,-1.3467671422517924e-09
20.0,0.1469999999996056,0.0035333333333167,2609.9999999999163,1.0037419355253403,23.44,0.0,-0.0038222222221951,2670.0000000001287,61.00374193573771,21.96074052478134,0.0019999999999946,2.2222222222179977e-05,3395.5471131536724,2280.000000000444,25.645205331112034,0.0036666666666569,4.444444444434281e-05,2552.3422357706304,1888.996258064401,23.657533527696792,0.0013333333333297,-3.3333333333022474e-05,2450.135583966625,2400.0000000000346,87.0,427.222222222222,1.27404752536636,87.0,37197,1,1,3429.27157640062,1170.41783628419,1,61303300031,61303300030081,0.0009486746758748,115.966,543.1496631413455,2.764181,0.0020388193218085267,0.019447577519507066,2.149123797289596,20.499732958059518,11.324428377674558,0.3763656787232698,1.1505552126213745,0.7634604456723222,2.764181,0.5351528988943421,0.719081638798343,0.6271172688463426,6.248411869562312,false,POINT (-7977095.140680009 990835.1167683315),VENEZ_2022_N,,,22.39965714182103,23.44,false,false,7.101744595453287,-1.0492684943130826e-08
19.5,0.0,-0.0052444444444407,2729.999999999657,13.75290322605997,25.25,0.0336666666661324,0.0009999999999644,2640.000000000084,103.75290322563296,20.65,0.0043333333332645,1.1111111106621224e-05,1140.0000000004402,1589.999999999217,26.56,0.0440000000006663,-0.0049111111110621,2849.9999999997,106.24709677398278,21.47,0.0003333333333279,-4.444444444475937e-05,4170.000000000209,1440.000000000552,93.0,38.8055555555556,1.27404752536636,93.0,36992,1,1,3429.43084793778,1170.41783628419,1,61303300031,61303300030071,0.0009486746758748,115.966,543.1496631413455,2.8311105,0.003066666664622951,0.0038560606031378597,3.232579874439138,4.0646817093352645,3.648630791887201,1.059270606651196,1.5219865621040116,1.290628584377604,3.653912136831572,1.258924634128946,1.393027475590507,1.3259760548597264,4.837997066536627,false,POINT (-7977026.662322445 991018.8549492914),VENEZ_2022_N,,,22.25108786316843,25.25,false,false,4.83799706306631,-3.4703173668049203e-09
19.5,0.1470000000008489,0.0048555555556116,2819.999999999725,12.73948387131304,23.85,0.0016666666666445,-2.222222222311447e-05,2730.0000000002447,102.73948387079326,19.38,0.0,-2.222222222247868e-05,329.99999999988205,2489.9999999998427,23.94,0.0493333333325459,0.001011111111065,2940.000000000252,107.260516129214,22.9,0.0006666666666724,2.222222222260566e-05,3299.9999999998786,480.0000000001537,96.0,19.44,1.27404752536636,96.0,36798,1,1,3429.56357421875,1170.41783628419,1,61303300031,61303300030061,0.0009486746758748,115.966,543.1496631413455,3.6409776,0.001862499999223678,0.0028888888808672013,1.9632652231453462,3.045183933262764,2.504224578204055,0.4777588869017309,0.5024775229076212,0.490118204904676,3.6409776,1.2276922549592182,0.28563757162362186,0.75666491329142,1.894858876838756,false,POINT (-7977113.952869274 991176.4277803376),VENEZ_2022_N,21.307764229611493,21.307764229611493,22.110490594589866,23.85,false,false,1.8948588733290144,-3.5097416084539645e-09
